,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
1848,7861300140,4,2.25,1760,9602,2.0,Average,7,1760,0.0,1987,0.0,1860,9656,"[47.4248, -122.158]",1.7777777777777777,5.4556818181818185,0.946236559139785,440.0,medium
10623,3275790140,3,2.5,2750,16000,2.0,Good,9,2560,190.0,1981,0.0,2370,11279,"[47.69300000000001, -122.187]",1.2,5.818181818181818,1.160337552742616,916.6666666666666,medium
17528,1180002745,3,1.75,2380,6000,1.5,Average,7,1320,0.0,1935,0.0,1290,6000,"[47.49800000000001, -122.222]",1.7142857142857142,2.5210084033613445,1.8449612403100775,793.3333333333334,medium
12852,2817100910,3,2.0,1590,9912,2.0,Average,8,1590,0.0,2000,0.0,1670,9912,"[47.3731, -122.43]",1.5,6.233962264150944,0.9520958083832335,530.0,medium
6622,3322049005,4,2.75,5440,239580,1.0,Fair,9,2720,2720.0,1969,0.0,1970,40392,"[47.354, -122.293]",1.4545454545454546,44.04044117647059,2.761421319796954,1360.0,medium
3435,7000100711,3,2.5,2200,20000,1.0,Average,7,1400,800.0,1952,0.0,3050,11775,"[47.5809, -122.191]",1.2,9.090909090909092,0.7213114754098361,733.3333333333334,medium
16526,2591840050,4,2.5,2680,11590,2.0,Good,9,2680,0.0,1988,0.0,2580,8225,"[47.4395, -122.163]",1.6,4.324626865671642,1.0387596899224807,670.0,medium
6771,6824100005,3,2.5,1470,1204,3.0,Average,8,1470,0.0,2006,0.0,1460,1245,"[47.6998, -122.366]",1.2,0.819047619047619,1.0068493150684932,490.0,medium
18814,1853080120,5,2.75,3170,7062,2.0,Average,9,3170,0.0,2014,0.0,3210,6891,"[47.5937, -122.061]",1.8181818181818181,2.227760252365931,0.9875389408099688,634.0,medium
6992,8069000216,3,2.0,1690,10062,1.0,Very Good,7,940,750.0,1928,0.0,2390,6650,"[47.5102, -122.241]",1.5,5.953846153846154,0.7071129707112971,563.3333333333334,medium
17531,3905100840,3,2.25,1580,4379,2.0,Good,8,1580,0.0,1994,0.0,1770,4187,"[47.5694, -122.005]",1.3333333333333333,2.7715189873417723,0.8926553672316384,526.6666666666666,medium
19629,9268851860,3,2.25,1620,997,2.5,Average,8,1540,80.0,2010,0.0,1620,1068,"[47.54, -122.026]",1.3333333333333333,0.6154320987654321,1.0,540.0,medium
18466,2123049086,2,0.75,840,49658,1.0,Fair,6,840,0.0,1948,0.0,1240,11000,"[47.4727, -122.292]",2.6666666666666665,59.11666666666667,0.6774193548387096,420.0,low
11601,6431000196,2,1.0,830,2820,1.0,Good,7,830,0.0,1920,0.0,1460,3150,"[47.68899999999999, -122.347]",2.0,3.397590361445783,0.5684931506849316,415.0,medium
1117,751000060,3,1.0,1350,7740,1.0,Good,6,860,490.0,1947,0.0,1130,7740,"[47.7098, -122.291]",3.0,5.733333333333333,1.1946902654867257,450.0,low
1756,1592000260,3,2.25,2240,9314,2.0,Average,9,2240,0.0,1984,0.0,2240,9314,"[47.6216, -122.032]",1.3333333333333333,4.158035714285714,1.0,746.6666666666666,medium
16881,7129300500,4,2.5,2080,5650,1.0,Average,7,1680,400.0,1950,0.0,1270,5650,"[47.5107, -122.257]",1.6,2.7163461538461537,1.6377952755905512,520.0,medium
6751,4112100101,6,2.0,2500,5200,1.0,Average,8,1250,1250.0,1966,0.0,1800,5200,"[47.5517, -122.268]",3.0,2.08,1.3888888888888888,416.6666666666667,medium
870,1250700060,3,1.75,1830,4160,1.0,Average,7,1230,600.0,1919,0.0,1950,4160,"[47.5962, -122.288]",1.7142857142857142,2.273224043715847,0.9384615384615385,610.0,medium
9104,1952200220,3,2.5,2290,2798,3.0,Good,9,2290,0.0,1953,1983.0,2260,5000,"[47.64100000000001, -122.315]",1.2,1.221834061135371,1.0132743362831858,763.3333333333334,medium
721,6431000270,2,1.0,960,4080,1.0,Very Good,7,960,0.0,1911,0.0,1300,4080,"[47.6893, -122.349]",2.0,4.25,0.7384615384615385,480.0,medium
10997,3876310860,4,1.75,2310,9002,1.0,Average,7,1780,530.0,1970,0.0,2090,8814,"[47.731, -122.166]",2.2857142857142856,3.896969696969697,1.105263157894737,577.5,medium
17270,7215720420,4,2.5,2210,7722,2.0,Average,9,2210,0.0,1999,0.0,2970,8683,"[47.5992, -122.019]",1.6,3.4941176470588236,0.7441077441077442,552.5,medium
19726,2349300069,2,1.5,830,1333,2.0,Average,7,830,0.0,2005,0.0,1120,4822,"[47.5506, -122.381]",1.3333333333333333,1.606024096385542,0.7410714285714286,415.0,medium
8347,3726800201,3,1.75,2160,4000,1.0,Average,7,1080,1080.0,1953,0.0,1260,3200,"[47.5721, -122.309]",1.7142857142857142,1.8518518518518519,1.7142857142857142,720.0,medium
15588,4191500130,5,2.75,3320,10500,1.0,Good,7,2020,1300.0,1963,0.0,1840,10425,"[47.692, -122.166]",1.8181818181818181,3.1626506024096384,1.8043478260869565,664.0,medium
10938,5700002025,3,2.25,2580,6000,2.0,Average,8,1780,800.0,1925,0.0,2300,5995,"[47.5778, -122.289]",1.3333333333333333,2.3255813953488373,1.1217391304347826,860.0,medium
19877,2621069017,3,2.25,1670,107157,1.0,Average,7,1670,0.0,2007,0.0,3310,108900,"[47.2743, -122.009]",1.3333333333333333,64.16586826347306,0.5045317220543807,556.6666666666666,medium
17979,4254000620,3,2.5,1860,15457,2.0,Average,8,1860,0.0,1997,0.0,2040,14055,"[47.7383, -121.955]",1.2,8.310215053763441,0.9117647058823529,620.0,medium
314,4139480200,4,3.25,4290,12103,1.0,Average,11,2690,1600.0,1997,0.0,3860,11244,"[47.5503, -122.102]",1.2307692307692308,2.8212121212121213,1.11139896373057,1072.5,high
20461,4310703083,3,2.0,1220,1186,3.0,Average,8,1220,0.0,2007,0.0,1280,1251,"[47.6972, -122.341]",1.5,0.9721311475409836,0.953125,406.6666666666667,medium
17889,6666800180,4,2.25,1900,8272,1.0,Good,9,1460,440.0,1966,0.0,2040,8479,"[47.5803, -122.227]",1.7777777777777777,4.353684210526316,0.9313725490196079,475.0,medium
21285,1438000170,5,3.5,3240,6919,2.0,Average,8,2760,480.0,2014,0.0,2970,5690,"[47.4779, -122.122]",1.4285714285714286,2.1354938271604937,1.0909090909090908,648.0,medium
5850,421000185,2,1.0,700,4700,1.0,Very Good,5,700,0.0,1953,0.0,960,5200,"[47.4953, -122.169]",2.0,6.714285714285714,0.7291666666666666,350.0,low
6129,1829300130,4,2.5,3160,16564,2.0,Average,10,3160,0.0,1987,0.0,3160,12415,"[47.6365, -122.04]",1.6,5.241772151898735,1.0,790.0,high
5447,422000010,3,1.0,1580,5250,1.0,Very Good,7,1580,0.0,1954,0.0,1180,5940,"[47.4964, -122.168]",3.0,3.3227848101265822,1.3389830508474576,526.6666666666666,medium
3129,8127700820,3,2.0,1470,4640,1.5,Good,7,1470,0.0,1926,0.0,1700,5000,"[47.6398, -122.393]",1.5,3.1564625850340136,0.8647058823529412,490.0,medium
16279,5037300130,3,1.75,1580,5750,1.0,Good,8,1330,250.0,1947,0.0,2480,5750,"[47.6339, -122.392]",1.7142857142857142,3.6392405063291138,0.6370967741935484,526.6666666666666,medium
15632,8944460170,4,2.5,2689,5724,2.0,Average,9,2689,0.0,2006,0.0,2665,5700,"[47.3799, -122.184]",1.6,2.1286723689103755,1.0090056285178237,672.25,medium
910,7526800200,4,2.25,2500,10062,1.0,Average,8,1600,900.0,1975,0.0,2500,9750,"[47.639, -122.1]",1.7777777777777777,4.0248,1.0,625.0,medium
3968,2473002100,4,2.25,2330,11400,1.0,Good,8,2330,0.0,1974,0.0,2640,10200,"[47.4495, -122.148]",1.7777777777777777,4.8927038626609445,0.8825757575757576,582.5,medium
17957,4174600386,5,3.0,2270,5001,1.0,Average,7,1360,910.0,1989,0.0,1950,5500,"[47.5539, -122.3]",1.6666666666666667,2.2030837004405286,1.1641025641025642,454.0,medium
10165,1621069045,4,2.5,3870,50965,2.0,Average,10,3870,0.0,2007,0.0,2170,65843,"[47.3109, -122.045]",1.6,13.169250645994833,1.7834101382488479,967.5,high
336,200350070,3,2.75,2930,5569,1.0,Average,9,1860,1070.0,2004,0.0,2580,11045,"[47.7648, -122.164]",1.0909090909090908,1.9006825938566554,1.1356589147286822,976.6666666666666,medium
19813,3448900320,4,2.5,2610,5562,2.0,Average,9,2610,0.0,2013,0.0,2720,7400,"[47.5137, -122.169]",1.6,2.1310344827586207,0.9595588235294118,652.5,medium
18039,8714600145,2,1.75,1240,4120,1.0,Good,7,890,350.0,1906,0.0,1640,3740,"[47.6689, -122.314]",1.1428571428571428,3.3225806451612905,0.7560975609756098,620.0,medium
2985,121059147,4,2.5,2300,41167,2.0,Average,7,2300,0.0,1988,0.0,2300,21765,"[47.3412, -122.108]",1.6,17.898695652173913,1.0,575.0,medium
10878,7202330160,3,2.5,1440,5434,2.0,Average,7,1440,0.0,2003,0.0,1560,3770,"[47.6818, -122.034]",1.2,3.7736111111111112,0.9230769230769231,480.0,medium
15916,4139400630,3,2.5,2770,9136,2.0,Average,10,2770,0.0,1991,0.0,2890,8442,"[47.5605, -122.115]",1.2,3.2981949458483752,0.9584775086505191,923.3333333333334,high
11669,3622059157,4,1.75,1850,65340,1.5,Good,7,1850,0.0,1972,0.0,1750,40946,"[47.3468, -122.11]",2.2857142857142856,35.31891891891892,1.0571428571428572,462.5,medium
13907,4222310220,3,1.5,1380,7600,1.0,Good,7,790,590.0,1971,0.0,1570,7904,"[47.3489, -122.306]",2.0,5.507246376811594,0.8789808917197452,460.0,medium
11001,3693900885,6,2.25,2550,5000,2.0,Good,7,2550,0.0,1907,0.0,1480,5000,"[47.6785, -122.396]",2.6666666666666665,1.9607843137254901,1.722972972972973,425.0,medium
4820,8644210050,4,2.75,3220,16145,2.0,Average,10,3220,0.0,1993,0.0,3200,12921,"[47.5786, -121.995]",1.4545454545454546,5.013975155279503,1.00625,805.0,high
16691,546001060,4,1.75,1850,4388,2.0,Very Good,8,1850,0.0,1941,0.0,1410,4107,"[47.6885, -122.381]",2.2857142857142856,2.371891891891892,1.3120567375886525,462.5,medium
12100,8021700030,3,1.5,1420,4500,1.0,Average,7,1420,0.0,1959,0.0,1540,6375,"[47.694, -122.332]",2.0,3.1690140845070425,0.922077922077922,473.3333333333333,medium
16732,1826049430,4,1.75,1590,10523,2.0,Good,7,1590,0.0,1922,0.0,1610,8568,"[47.7358, -122.342]",2.2857142857142856,6.618238993710692,0.9875776397515528,397.5,medium
20299,1115600130,4,2.5,2891,6499,2.0,Average,9,2891,0.0,2014,0.0,2550,8383,"[47.3359, -122.257]",1.6,2.2480110688343133,1.1337254901960785,722.75,medium
7243,722039049,4,3.0,3230,438213,2.0,Average,9,3230,0.0,1999,0.0,1600,144619,"[47.4141, -122.47]",1.3333333333333333,135.66965944272445,2.01875,807.5,medium
21423,1703400910,3,2.5,2010,3300,2.0,Average,9,1610,400.0,2014,0.0,1660,4950,"[47.5573, -122.287]",1.2,1.6417910447761195,1.2108433734939759,670.0,medium
14079,2126059219,4,1.75,2030,18295,1.5,Good,7,2030,0.0,1975,0.0,1970,7307,"[47.7326, -122.179]",2.2857142857142856,9.01231527093596,1.0304568527918783,507.5,medium
11874,2781270400,2,2.0,1180,2521,2.0,Average,6,1180,0.0,2005,0.0,1310,3003,"[47.3487, -122.021]",1.0,2.136440677966102,0.9007633587786259,590.0,low
14520,3905090410,4,2.5,3120,8792,2.0,Good,9,3120,0.0,1992,0.0,2150,7688,"[47.5699, -121.993]",1.6,2.817948717948718,1.4511627906976745,780.0,medium
8263,2124069103,3,1.75,1510,18439,1.0,Average,7,1510,0.0,1971,0.0,1600,34326,"[47.5491, -122.046]",1.7142857142857142,12.211258278145696,0.94375,503.3333333333333,medium
6855,5381000048,2,1.0,790,8250,1.0,Average,6,790,0.0,1947,0.0,900,8250,"[47.4523, -122.286]",2.0,10.443037974683545,0.8777777777777778,395.0,low
8597,2422059015,2,1.0,910,295772,1.0,Average,5,910,0.0,1953,0.0,2050,48351,"[47.3752, -122.11]",2.0,325.0241758241758,0.44390243902439025,455.0,low
18320,6744700343,5,3.0,2240,15435,1.0,Very Good,7,1390,850.0,1952,0.0,2240,10750,"[47.7426, -122.288]",1.6666666666666667,6.890625,1.0,448.0,medium
6901,871001365,3,1.75,1800,5102,1.0,Average,7,1170,630.0,1952,0.0,1720,5102,"[47.6514, -122.407]",1.7142857142857142,2.8344444444444443,1.0465116279069768,600.0,medium
9949,1822059331,3,1.5,1500,15000,1.0,Average,7,1500,0.0,1952,0.0,1790,13905,"[47.3926, -122.208]",2.0,10.0,0.8379888268156425,500.0,medium
16436,7016100380,4,2.5,1910,8947,1.0,Good,8,1160,750.0,1970,0.0,1920,7350,"[47.7374, -122.183]",1.6,4.684293193717277,0.9947916666666666,477.5,medium
1445,7399300860,3,2.25,1500,7308,1.0,Good,7,1210,290.0,1968,0.0,1480,7400,"[47.4621, -122.187]",1.3333333333333333,4.872,1.0135135135135136,500.0,medium
17540,2011000020,3,1.75,1630,5999,1.5,Good,7,1630,0.0,1985,0.0,1540,7500,"[47.3816, -122.313]",1.7142857142857142,3.680368098159509,1.0584415584415585,543.3333333333334,medium
14821,3613600150,3,2.5,2370,6840,2.0,Average,9,2370,0.0,1987,0.0,1590,4400,"[47.6503, -122.366]",1.2,2.8860759493670884,1.490566037735849,790.0,medium
1695,424069264,4,2.5,2930,18199,2.0,Average,9,2930,0.0,1998,0.0,2930,33976,"[47.5937, -122.047]",1.6,6.211262798634812,1.0,732.5,medium
11084,2881700046,4,1.0,1740,11075,1.5,Average,7,1740,0.0,1965,0.0,1580,7684,"[47.7458, -122.334]",4.0,6.364942528735632,1.1012658227848102,435.0,medium
16152,723059073,4,1.0,2050,7590,1.0,Average,7,1280,770.0,1957,0.0,2050,7800,"[47.4916, -122.224]",4.0,3.702439024390244,1.0,512.5,medium
13383,9279200910,4,2.25,2730,5000,1.0,Very Good,7,1460,1270.0,1955,0.0,2010,5000,"[47.5843, -122.393]",1.7777777777777777,1.8315018315018314,1.3582089552238805,682.5,medium
1630,9408300310,3,1.75,2300,35722,1.0,Average,9,2300,0.0,1984,0.0,2600,34798,"[47.7455, -122.112]",1.7142857142857142,15.531304347826087,0.8846153846153846,766.6666666666666,medium
269,7960900060,4,3.25,5050,20100,1.5,Average,11,4750,300.0,1982,0.0,3890,20060,"[47.6312, -122.223]",1.2307692307692308,3.98019801980198,1.2982005141388175,1262.5,high
1881,4307350990,3,2.5,1590,3480,2.0,Average,7,1590,0.0,2004,0.0,1680,3480,"[47.4805, -122.178]",1.2,2.188679245283019,0.9464285714285714,530.0,medium
14523,3674400035,3,1.0,970,8580,1.0,Average,7,970,0.0,1959,0.0,1430,11907,"[47.3363, -122.311]",3.0,8.845360824742269,0.6783216783216783,323.3333333333333,medium
13900,3558900580,3,2.5,2000,8424,1.0,Good,7,1300,700.0,1968,0.0,2110,8400,"[47.7089, -122.201]",1.2,4.212,0.9478672985781991,666.6666666666666,medium
5074,6873000190,2,2.5,2270,1763,3.0,Average,7,1820,450.0,2009,0.0,2180,1763,"[47.6757, -122.121]",0.8,0.7766519823788546,1.0412844036697249,1135.0,medium
5509,238000244,3,2.5,2890,21780,2.0,Average,8,2890,0.0,2000,0.0,2120,8117,"[47.4326, -122.286]",1.2,7.536332179930795,1.3632075471698113,963.3333333333334,medium
20338,255450020,3,2.5,2420,4725,2.0,Average,8,2420,0.0,2014,0.0,2370,4200,"[47.371, -122.018]",1.2,1.9524793388429753,1.021097046413502,806.6666666666666,medium
20746,8562710520,5,3.5,4490,6000,2.0,Average,10,3200,1290.0,2006,0.0,4530,6000,"[47.5396, -122.073]",1.4285714285714286,1.3363028953229399,0.9911699779249448,898.0,high
18260,1180008355,5,1.75,3000,6000,1.0,Very Good,7,1500,1500.0,1958,0.0,2230,7125,"[47.492, -122.225]",2.857142857142857,2.0,1.345291479820628,600.0,medium
2535,2558650200,3,2.25,2280,8500,1.0,Good,7,1680,600.0,1977,0.0,1890,7700,"[47.7211, -122.166]",1.3333333333333333,3.7280701754385963,1.2063492063492063,760.0,medium
11069,9406550060,4,2.5,1930,7862,2.0,Average,7,1930,0.0,1994,0.0,1640,9145,"[47.3644, -122.04]",1.6,4.073575129533679,1.1768292682926829,482.5,medium
20162,9512200050,5,3.75,3090,4943,2.0,Average,10,3090,0.0,2010,0.0,3191,5561,"[47.4594, -122.133]",1.3333333333333333,1.5996763754045307,0.9683484801002821,618.0,high
14680,4324210120,3,2.5,1680,15711,1.0,Average,7,1240,440.0,1994,0.0,1420,8588,"[47.423, -122.171]",1.2,9.351785714285715,1.1830985915492958,560.0,medium
186,8731951370,4,1.75,1490,10000,1.0,Good,8,1100,390.0,1969,0.0,2190,8910,"[47.3099, -122.379]",2.2857142857142856,6.7114093959731544,0.680365296803653,372.5,medium
11971,2473380400,4,1.75,2310,8045,1.0,Good,7,1650,660.0,1976,0.0,1790,8086,"[47.4569, -122.165]",2.2857142857142856,3.482683982683983,1.2905027932960893,577.5,medium
5558,5420800010,3,2.5,1940,8547,1.0,Average,7,1460,480.0,1989,0.0,1750,7803,"[47.3491, -122.177]",1.2,4.405670103092784,1.1085714285714285,646.6666666666666,medium
21160,3876900089,3,1.75,1470,873,3.0,Average,10,1470,0.0,2009,0.0,1410,967,"[47.6256, -122.362]",1.7142857142857142,0.5938775510204082,1.0425531914893618,490.0,high
18991,1205000215,2,1.5,1090,6750,1.0,Average,7,950,140.0,1942,0.0,1640,6750,"[47.6836, -122.397]",1.3333333333333333,6.192660550458716,0.6646341463414634,545.0,medium
6587,1125069102,4,3.0,3310,217800,1.5,Average,9,3310,0.0,1989,0.0,2810,217800,"[47.6616, -121.999]",1.3333333333333333,65.80060422960725,1.1779359430604983,827.5,medium
21549,5007500120,4,2.75,2260,4440,2.0,Average,7,2260,0.0,2014,0.0,2260,4563,"[47.3507, -122.291]",1.4545454545454546,1.9646017699115044,1.0,565.0,medium
3915,7883604065,2,1.0,1100,6000,1.5,Good,6,1100,0.0,1900,0.0,1280,6000,"[47.5275, -122.323]",2.0,5.454545454545454,0.859375,550.0,low
446,2024069128,3,2.5,3545,9816,1.0,Average,10,2610,935.0,2005,0.0,3630,7704,"[47.5534, -122.078]",1.2,2.7689703808180535,0.9765840220385675,1181.6666666666667,high
20353,4385700250,4,3.5,3480,4000,2.0,Average,9,2460,1020.0,2015,0.0,2620,4000,"[47.6356, -122.281]",1.1428571428571428,1.1494252873563218,1.3282442748091603,870.0,medium
14031,1245000438,4,2.5,2620,9157,2.0,Average,8,2620,0.0,1996,0.0,2240,7405,"[47.6916, -122.203]",1.6,3.4950381679389313,1.1696428571428572,655.0,medium
17228,2770604082,3,2.5,1680,1683,2.0,Average,9,1120,560.0,2014,0.0,1610,1249,"[47.6424, -122.374]",1.2,1.0017857142857143,1.0434782608695652,560.0,medium
7124,3222049024,3,1.0,1100,4046,1.5,Good,6,1100,0.0,1922,0.0,2550,7847,"[47.344, -122.331]",3.0,3.678181818181818,0.43137254901960786,366.6666666666667,low
2440,8106300510,5,2.5,3270,6129,2.0,Average,9,3270,0.0,2004,0.0,2980,5928,"[47.4461, -122.208]",2.0,1.8743119266055046,1.0973154362416107,654.0,medium
3103,7308900490,3,2.5,2540,8073,1.0,Good,8,1880,660.0,1937,0.0,2110,7702,"[47.7176, -122.36]",1.2,3.1783464566929136,1.2037914691943128,846.6666666666666,medium
11088,1912100885,3,1.5,1760,4000,2.0,Average,8,1760,0.0,1922,0.0,1760,4000,"[47.6401, -122.32]",2.0,2.272727272727273,1.0,586.6666666666666,medium
7692,424500100,2,1.0,800,5600,1.0,Very Good,6,800,0.0,1955,0.0,1100,6000,"[47.4959, -122.172]",2.0,7.0,0.7272727272727273,400.0,low
6094,7128300500,3,2.25,2100,3000,2.0,Average,7,2100,0.0,1996,0.0,1650,4500,"[47.595, -122.306]",1.3333333333333333,1.4285714285714286,1.2727272727272727,700.0,medium
9486,9144300110,2,1.0,1680,9250,1.0,Average,7,860,820.0,1969,0.0,1590,9542,"[47.7618, -122.162]",2.0,5.505952380952381,1.0566037735849056,840.0,medium
19395,7524950900,3,2.25,2010,7495,1.0,Good,8,1570,440.0,1979,0.0,2050,8402,"[47.5613, -122.083]",1.3333333333333333,3.728855721393035,0.9804878048780488,670.0,medium
13223,5412300410,3,1.0,1420,8800,1.0,Good,6,1090,330.0,1981,0.0,1480,8000,"[47.3746, -122.181]",3.0,6.197183098591549,0.9594594594594594,473.3333333333333,low
16913,4022902555,4,2.5,3240,23870,1.0,Average,9,1840,1400.0,1972,0.0,2290,13340,"[47.7731, -122.282]",1.6,7.367283950617284,1.4148471615720524,810.0,medium
687,7853290030,4,2.5,2730,7649,2.0,Average,7,2730,0.0,2006,0.0,2730,6216,"[47.5441, -121.882]",1.6,2.8018315018315016,1.0,682.5,medium
5208,9264960480,4,2.5,2720,7350,2.0,Average,9,2720,0.0,1989,0.0,2570,8336,"[47.3028, -122.35]",1.6,2.702205882352941,1.0583657587548638,680.0,medium
17160,5269200050,2,1.0,700,8174,1.0,Average,5,700,0.0,1941,0.0,1250,8046,"[47.5136, -122.349]",2.0,11.677142857142858,0.56,350.0,low
8417,2195700230,3,2.5,2850,36585,2.0,Average,10,2850,0.0,1987,0.0,3340,35671,"[47.7376, -122.102]",1.2,12.836842105263157,0.8532934131736527,950.0,high
10345,7960100075,3,2.0,1540,3600,1.0,Average,7,890,650.0,1994,0.0,1540,3600,"[47.6103, -122.296]",1.5,2.3376623376623376,1.0,513.3333333333334,medium
4920,1003600080,3,1.0,1010,9678,1.0,Very Good,7,1010,0.0,1955,0.0,1010,9375,"[47.4396, -122.285]",3.0,9.582178217821783,1.0,336.6666666666667,medium
20198,4216500020,5,2.75,2930,7663,2.0,Average,9,2930,0.0,2013,0.0,2750,10335,"[47.5308, -122.184]",1.8181818181818181,2.615358361774744,1.0654545454545454,586.0,medium
5462,7635801350,3,1.75,2220,22081,1.5,Good,7,2220,0.0,1922,0.0,2010,12360,"[47.4693, -122.364]",1.7142857142857142,9.946396396396397,1.1044776119402986,740.0,medium
13757,1795800040,4,3.25,5370,20388,2.0,Good,11,5370,0.0,1990,0.0,2770,22270,"[47.405, -122.331]",1.2307692307692308,3.7966480446927373,1.9386281588447654,1342.5,high
19161,9191201325,4,1.75,2040,2750,1.5,Good,6,1260,780.0,1926,0.0,1940,3750,"[47.6698, -122.3]",2.2857142857142856,1.3480392156862746,1.0515463917525774,510.0,low
18847,2485000165,4,2.5,2300,9900,1.0,Average,8,1600,700.0,1961,0.0,2510,7500,"[47.5256, -122.385]",1.6,4.304347826086956,0.9163346613545816,575.0,medium
1289,3365900465,3,1.5,1370,10176,1.0,Average,6,1370,0.0,1947,0.0,1650,10176,"[47.4738, -122.263]",2.0,7.427737226277372,0.8303030303030303,456.6666666666667,low
12773,191100870,4,2.5,2620,9525,2.5,Good,9,2620,0.0,1974,0.0,2580,9525,"[47.5631, -122.219]",1.6,3.635496183206107,1.0155038759689923,655.0,medium
20100,952002250,2,2.5,1340,999,2.0,Average,8,940,400.0,2008,0.0,1470,1436,"[47.5655, -122.386]",0.8,0.7455223880597015,0.9115646258503401,670.0,medium
10692,1422059129,3,2.0,3120,42247,1.0,Good,7,2150,970.0,1980,0.0,2100,43416,"[47.3925, -122.137]",1.5,13.540705128205127,1.4857142857142858,1040.0,medium
10335,9522400350,4,2.25,2490,23478,2.0,Average,8,2490,0.0,1981,0.0,2030,12611,"[47.7547, -122.094]",1.7777777777777777,9.428915662650603,1.2266009852216748,622.5,medium
21124,301402140,3,2.25,1481,2820,2.0,Average,7,1481,0.0,2012,0.0,1481,2889,"[47.3457, -122.217]",1.3333333333333333,1.9041188386225523,1.0,493.6666666666667,medium
18669,2968801130,4,2.25,2620,8100,1.0,Good,7,1550,1070.0,1964,0.0,1650,8100,"[47.4564, -122.351]",1.7777777777777777,3.0916030534351147,1.587878787878788,655.0,medium
20763,6300000226,4,1.0,1200,2171,1.5,Average,7,1200,0.0,1933,0.0,1130,1598,"[47.7076, -122.342]",4.0,1.8091666666666666,1.0619469026548674,300.0,medium
11905,1472800160,4,3.25,2550,11524,2.0,Average,8,2550,0.0,1990,0.0,2370,14001,"[47.7324, -121.963]",1.2307692307692308,4.51921568627451,1.0759493670886076,637.5,medium
21174,5422950170,5,2.5,3370,5092,2.0,Average,7,3370,0.0,2006,0.0,2910,5092,"[47.3594, -122.036]",2.0,1.5109792284866468,1.1580756013745706,674.0,medium
15830,8039900086,3,1.75,1220,7250,1.0,Average,7,1220,0.0,1962,0.0,1700,15251,"[47.4887, -121.784]",1.7142857142857142,5.942622950819672,0.7176470588235294,406.6666666666667,medium
15735,7172200080,3,1.0,1160,5969,1.0,Average,7,880,280.0,1930,0.0,1550,5120,"[47.6844, -122.306]",3.0,5.145689655172414,0.7483870967741936,386.6666666666667,medium
12158,7147600070,3,1.0,1060,10042,1.0,Good,7,1060,0.0,1957,0.0,1130,10925,"[47.4434, -122.283]",3.0,9.473584905660378,0.9380530973451328,353.3333333333333,medium
12453,7812801125,2,1.0,1110,6411,1.0,Average,6,1110,0.0,1944,0.0,1150,6504,"[47.4962, -122.242]",2.0,5.775675675675676,0.9652173913043478,555.0,low
6079,7605800050,3,2.5,2730,5832,2.0,Average,9,2730,0.0,1998,0.0,2360,5832,"[47.6216, -122.161]",1.2,2.1362637362637362,1.1567796610169492,910.0,medium
5457,7501000080,4,3.5,3020,12750,2.0,Average,10,3020,0.0,1990,0.0,3120,14351,"[47.6524, -122.184]",1.1428571428571428,4.2218543046357615,0.967948717948718,755.0,high
20018,1085623250,4,2.5,2544,4071,2.0,Average,9,2544,0.0,2013,0.0,2358,4179,"[47.341, -122.179]",1.6,1.6002358490566038,1.078880407124682,636.0,medium
11349,3303860030,4,2.5,4060,8547,2.0,Average,9,2790,1270.0,2007,0.0,2810,8313,"[47.3694, -122.056]",1.6,2.1051724137931034,1.4448398576512456,1015.0,medium
12057,7950302255,2,2.0,1320,3060,1.5,Good,6,1320,0.0,1910,0.0,1410,3264,"[47.5643, -122.284]",1.0,2.3181818181818183,0.9361702127659575,660.0,low
4131,7278700100,4,2.5,2740,9599,1.0,Average,8,1820,920.0,1961,0.0,2660,8280,"[47.7728, -122.385]",1.6,3.5032846715328465,1.0300751879699248,685.0,medium
16351,4338800500,3,2.0,1130,7200,1.0,Good,6,1130,0.0,1944,0.0,1270,7500,"[47.4779, -122.342]",1.5,6.371681415929204,0.889763779527559,376.6666666666667,low
17420,2062600020,2,2.5,1785,779,2.0,Average,7,1595,190.0,1975,0.0,1780,794,"[47.5959, -122.198]",0.8,0.43641456582633054,1.002808988764045,892.5,medium
15408,3629980920,4,2.75,2330,3917,2.0,Average,9,2330,0.0,2004,0.0,2620,4400,"[47.5527, -121.99]",1.4545454545454546,1.681115879828326,0.8893129770992366,582.5,medium
17783,6929600945,4,1.5,1930,15000,1.0,Very Good,7,1930,0.0,1946,0.0,1620,7500,"[47.3864, -122.312]",2.6666666666666665,7.772020725388601,1.191358024691358,482.5,medium
4134,9126100608,4,3.5,1880,1341,3.0,Average,8,1650,230.0,2007,0.0,1740,1883,"[47.6053, -122.306]",1.1428571428571428,0.7132978723404255,1.0804597701149425,470.0,medium
17033,9315000010,4,2.0,1760,8400,1.0,Average,7,1060,700.0,1962,0.0,1280,8415,"[47.3258, -122.323]",2.0,4.7727272727272725,1.375,440.0,medium
9275,7437101030,3,2.5,1640,7668,2.0,Average,7,1640,0.0,1991,0.0,1850,7200,"[47.3505, -122.027]",1.2,4.675609756097561,0.8864864864864865,546.6666666666666,medium
